ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Free-electron mechanisms of low-frequency radiation generation on metal surfaces;['BEZHANOV SG', 'URYUPIN SA'];['BAKKER HJ', 'CHO GC', 'KURZ H', 'BAKUNOV M I', 'TSAREV M V', 'HANGYO M', 'BAKUNOV MI', 'MASLOV AV', 'BODROV SB', 'BEZHANOV S G', 'URYUPIN S A', 'DAI JIANMING', 'ZHANG X -C', 'GALLOT G', 'GRISCHKOWSKY D', 'GURZHI RN', 'HILTON DJ', 'AVERITT RD', 'MESEROLE CA', 'HOFFMANN MATTHIAS C', 'FUELOEP JOZSEF ANDRAS', 'KADLEC F', 'KUZEL P', 'COUTAZ JL', 'MIRONOV V A', 'OLADYSHKIN I V', 'SUVOROV E V', 'FADEEV D A', 'PARK SANG-GIL', 'CHOI YONGJE', 'OH YOUNG-JAE', 'POLYUSHKIN D K', 'HENDRY E', 'STONE E K', 'MARTON I', 'RACZ P', 'RAKIC AD', 'DJURISIC AB', 'ELAZAR JM', 'RAMAKRISHNAN GOPAKUMAR', 'PLANKEN PAUL C M', 'AKHMEDZHANOV R A', 'FROLOV A A', 'WELSH GREGOR H', 'WYNNE KLAAS', 'WYNNE K', 'CAREY JJ'];OPTICS LETTERS;Russia
Ultrafast creation and control of population density gratings via ultraslow polarization waves;['ARKHIPOV RM', 'ARKHIPOV MV', 'BABUSHKIN I', 'DEMIRCAN A', 'MORGNER U', 'ROSANOV NN'];['ABELLA ID', 'KURNIT NA', 'HARTMANN SR', 'BORRI P', 'LANGBEIN W', 'SCHNEIDER S', 'BULANOV S V', 'ESIRKEPOV T ZH', 'KANDO M', 'CAI XUNMING', 'ZHAO JINGYUN', 'WANG ZHAOYING', 'DA SILVA VL', 'SILBERBERG Y', 'DUDLEY JOHN M', 'GENTY GOERY', 'COEN STEPHANE', 'FROLOVA LIDIYA V', 'SKORYNIN ALEXANDER A', 'MANTSYZOV BORIS I', 'HUBNER J', 'VAN DRIEL HM', 'AITCHISON JS', 'HUGHES S', 'KNORR A', 'KOCH SW', 'KALOSHA VP', 'MULLER M', 'HERRMANN J', 'KLYUKANOV AA', 'LOIKO NA', 'BABUSHKIN IV', 'KOLARCZIK MIRCO', 'OWSCHIMIKOW NINA', 'KORN JULIAN', 'KOZLOV VICTOR V', 'ROSANOV NIKOLAY N', 'WABNITZ STEFAN', 'LEBLOND H', 'MIHALACHE D', 'LIN YUANYAO', 'CHEN I-HONG', 'LEE RAY-KUANG', 'MAIMISTOV AI', 'MARINI ANDREA', 'BIANCALANA FABIO', 'MCCALL SL', 'HAHN EL', 'NING CZ', 'INDIK RA', 'MOLONEY JV', 'NOVITSKY DENIS V', 'PANZARINI G', 'HOHENESTER U', 'MOLINARI E', 'RADEONYCHEV Y V', 'POLOVINKIN V A', 'KOCHAROVSKAYA O A', 'ROSANOV N N', 'SEMENOV V E', 'VYSSOTINA N V'];OPTICS LETTERS;Russia
Two-dimensional lattice solitons in polariton condensates with spin-orbit coupling;['KARTASHOV YV', 'SKRYABIN DV'];['AMO A', 'PIGEON S', 'SANVITTO D', 'BARDYN CHARLES-EDOUARD', 'KARZIG TORSTEN', 'REFAEL GIL', 'CARUSOTTO IACOPO', 'CIUTI CRISTIANO', 'CERDA-MENDEZ E A', 'SARKAR D', 'KRIZHANOVSKII D N', 'EGOROV O A', 'SKRYABIN D V', 'YULIN A V', 'FLAYAC H', 'SOLNYSHKOV D D', 'MALPUECH G', 'SHELYKH I A', 'GORBACH A V', 'MALOMED B A', 'HIVET R', 'KARTASHOV YAROSLAV V', 'KONOTOP VLADIMIR V', 'ABDULLAEV FATKHULLA KH', 'VYSLOUKH VICTOR A', 'TORNER LLUIS', 'FERRANDO A', 'EGOROV AA', 'LAI C W', 'KIM N Y', 'UTSUNOMIYA S', 'LEDERER FALK', 'STEGEMAN GEORGE I', 'CHRISTODOULIDES DEMETRI N', 'LIN Y -J', 'JIMENEZ-GARCIA K', 'SPIELMAN I B', 'LOBANOV VALERY E', 'MILICEVIC M', 'OZAWA T', 'ANDREAKOU P', 'MORSCH O', 'OBERTHALER M', 'NALITOV A V', 'NARDIN GAEL', 'GROSSO GABRIELE', 'LEGER YOAN', 'OSTROVSKAYA E A', 'ABDULLAEV J', 'FRASER M D', 'SALA V G', 'CARUSOTTO I', 'SICH M', 'SKOLNICK M S', 'FRAS F', 'CHANA J K', 'TANESE D', 'SOLNYSHKOV D', 'WALKER P M', 'TINKLER L', 'WINKLER KAROL', 'FISCHER JULIAN', 'SCHADE ANNE'];OPTICS LETTERS;Russia
Realization of high-contrast gratings operating at 10 mu m;['HOGAN B', 'HEGARTY SP', 'LEWIS L', 'ROMERO-VIVAS J', 'OCHALSKI TJ', 'HUYET G'];['DING Y', 'MAGNUSSON R', 'GAO LIHONG', 'LEMARCHAND FABIEN', 'LEQUIME MICHEL', 'KARAGODSKY VADIM', 'CHANG-HASNAIN CONNIE J', 'SEDGWICK FORREST G', 'KISCHKAT JAN', 'PETERS SVEN', 'GRUSKA BERND', 'LALANNE P', 'MORRIS GM', 'LALANNE PHILIPPE', 'HUGONIN JEAN PAUL', 'CHAVEL PIERRE', 'MAGNUSSON ROBERT', 'SHOKOOH-SAREMI MEHRDAD', 'MATEUS CFR', 'HUANG MCY', 'DENG YF', 'MOHARAM MG', 'GRANN EB', 'POMMET DA', 'NIRAULA MANOJ', 'PALIK ED', 'PIERCE DT', 'SPICER WE', 'YOON JAE WOONG', 'LEE KYU JIN'];OPTICS LETTERS;Russia
Outdoor W-Band Hybrid Photonic Wireless Link Based on an Optical SFP plus Module;['ROMMEL S', 'RODRIGUEZ S', 'CHORCHOS L', 'GRAKHOVA EP', 'SULTANOV AK', 'TURKIEWICZ JP', 'OLMOS JJV', 'MONROY IT'];['HIRATA AKIHIKO', 'TAKAHASHI HIROYUKI', 'YAMAGUCHI RYOICHI', 'ISLAM A H M RAZIBUL', 'BAKAUL MASUDUZZAMAN', 'NIRMALATHAS AMPALAVANAPILLAI', 'KANNO A', 'DAT P T', 'KURI T', 'PFEIFFER THOMAS', 'ROMMEL SIMON', 'CAVALCANTE LUCAS COSTA PEREIRA', 'OLMOS J J VEGAS', 'RODRIGUEZ SEBASTIAN', 'CHORCHOS LUKASZ', 'CAVALCANTE LUCAS C P', 'QUINTERO ALEXANDER G', 'WELLS JONATHAN'];IEEE PHOTONICS TECHNOLOGY LETTERS;Russia
Toward the Physical-Information Fundamentals of Three-Dimensional Displays;['EZHOV VA'];['BALRAM N', 'TOSIC I', 'DE WIT GC', 'KAJIKI Y', 'YOSHIKAWA H', 'HONDA T', 'LANMAN DOUGLAS', 'HIRSCH MATTHEW', 'KIM YUNHEE', 'LEITH EN', 'UPATNIEKS J', 'LIU SHENG', 'HUA HONG', 'MCALLISTER DF', 'MURILLOMORA LM', 'OKADA K', 'NORDIN GP', 'KULICK JH', 'JONES M'];JOURNAL OF DISPLAY TECHNOLOGY;Russia
Cavity-assisted atomic frequency comb memory in an isotopically pure Nd-143(3+):YLiF4 crystal;['AKHMEDZHANOV RA', 'GUSHCHIN LA', 'KALACHEV AA', 'NIZOV NA', 'NIZOV VA', 'SOBGAYDA DA', 'ZELENSKY IV'];['AFZELIUS MIKAEL', 'SIMON CHRISTOPH', 'AKHMEDZHANOV R A', 'GUSHCHIN L A', 'KALACHEV A A', 'BUSSIERES FELIX', 'SANGOUARD NICOLAS', 'CHEN SHUAI', 'CHEN YU-AO', 'STRASSEL THORSTEN', 'CHEN YI-HSIN', 'LEE MENG-JUNG', 'WANG I-CHUNG', 'DING DONG-SHENG', 'ZHANG WEI', 'ZHOU ZHI-YUAN', 'ENGLAND DUNCAN G', 'FISHER KENT A G', 'MACLEAN JEAN-PHILIPPE W', 'GUENDOGAN MUSTAFA', 'LEDINGHAM PATRICK M', 'KUTLUER KUTLU', 'HEDGES MORGAN P', 'LONGDELL JEVON J', 'LI YONGMIN', 'HEINZE GEORG', 'HUBRICH CHRISTIAN', 'HALFMANN THOMAS', 'HOSSEINI M', 'SPARKES B M', 'CAMPBELL G', 'JOBEZ P', 'USMANI I', 'TIMONEY N', 'JOBEZ PIERRE', 'LAPLANE CYRIL', 'TIMONEY NUALA', 'KOK PIETER', 'MUNRO W J', 'NEMOTO KAE', 'MOISEEV SERGEY A', 'ANDRIANOV SERGEY N', 'GUBAIDULLIN FIRDUS F', 'REIM K F', 'NUNN J', 'LORENZ V O', 'SABOONI M', 'KOMETA S TORNIBUE', 'THURESSON A', 'SABOONI MAHMOOD', 'LI QIAN', 'KROLL STEFAN', 'SAGLAMYUREK ERHAN', 'SINCLAIR NEIL', 'JIN JEONGWAN', 'VERMA VARUN B', 'DE RIEDMATTEN HUGUES', 'SAUNDERS D J', 'MUNNS J H D', 'CHAMPION T F M', 'THIEL C W', 'BOETTGER THOMAS', 'CONE R L', 'ZHONG MANJIN', 'AHLEFELDT ROSE L'];LASER PHYSICS LETTERS;Russia
Amplitude and Phase Noise of Frequency Combs Generated by Single-Section InAs/InP Quantum-Dash-Based Passively and Actively Mode-Locked Lasers;['PANAPAKKAM V', 'ANTHUR AP', 'VUJICIC V', 'ZHOU R', 'GAIMARD Q', 'MERGHEM K', 'AUBIN G', 'LELARGE F', 'VIKTOROV EA', 'BARRY LP', 'RAMDANE A'];"['ABLOWITZ MARK J', 'ILAN BOAZ', 'CUNDIFF STEVEN T', 'ADACHI K', 'SHINODA K', 'KITATANI T', 'AKROUT A', 'SHEN A', 'ENARD A', 'ANTHUR ARAVIND P', 'PANAPAKKAM VIVEK', 'VUJICIC VIDAK', ""BEN M'SALLEM YOUSRA"", 'QUANG TRUNG LE', 'BRAMERIE LAURENT', 'CAMATEL STEFANO', 'FERRERO VALTER', 'CHEN YK', 'WU MC', 'TANBUNEK T', 'DELFYETT PETER J', 'GEE SANGYOUN', 'CHOI MYOUNG-TAEK', 'DOANY FUAD E', 'SCHOW CLINT L', 'LEE BENJAMIN G', 'DUAN GUANG-HUA', 'SHEN ALEXANDRE', 'AKROUT AKRAM', 'ELIYAHU D', 'SALVATORE RA', 'YARIV A', 'FAUGERON MICKAEL', 'LELARGE FRANCOIS', 'TRAN MICHAEL', 'FUKUDA M', 'HIRONO T', 'KUROSAKI T', 'GRAY GR', 'AGRAWAL GP', 'HABRUSEVA T', ""O'DONOGHUE S"", 'REBROVA N', 'HILLERKUSS DAVID', 'SCHMOGROW RENE', 'MEYER MATTHIAS', 'HONG LIU', 'LAM CF', 'JOHNSON C', 'HUYNH TAM N', 'LIM NGUYEN', 'BARRY LIAM P', 'NGUYEN AN T', 'NG WING-CHAU', 'KACHRIS CHRISTOFOROS', 'TOMKOS IOANNIS', 'KIKUCHI KAZURO', 'KIPPENBERG T J', 'HOLZWARTH R', 'DIDDAMS S A', 'KWON OH KEE', 'HAN YOUNG-TAK', 'LEEM YOUNG AHN', 'LEE W', 'CHOI M -T', 'IZADPANAH H', 'DAGENS BEATRICE', 'RENAUDIER JEREMIE', 'MARTIN EAMONN', 'WATTS REGAN']";IEEE JOURNAL OF QUANTUM ELECTRONICS;Russia
Millimeter Waveband Dielectric Properties of Nanocomposite Materials Based on Opal Matrices with Particles of Spinels;['RINKEVICH AB', 'PEROV DV', 'PAKHOMOV YA', 'SAMOYLOVICH MI', 'KUZNETSOV EA'];['JAYASUNDERE N', 'SMITH BV', 'KAMBALE R C', 'ADHATE N R', 'CHOUGULE B K', 'MUFTI N', 'NUGROHO A A', 'BLAKE G R', 'OKAMURA T', 'FUJIMURA T', 'DATE M', 'PARDAVI-HORVATH M', 'RAO Y', 'QU JM', 'MARINIS T', 'RINKEVICH A B', 'ROMASHEV L N', 'USTINOV V V', 'BURKHANOV A M', 'PEROV D V', 'SAMOILOVICH M I', 'RINKEVICH ANATOLY B', 'SAMOILOVICH MIKHAIL I', 'KLESCHEVA SVETLANA M', 'KUZNETSOV EVGENY A', 'PEROV DMITRY V', 'SASIKALA T S', 'SEBASTIAN M T', 'TSIACHRISTOS I', 'VAROUTI E', 'MANIOS E', 'WAKINO K', 'OKADA T', 'YOSHIDA N'];JOURNAL OF INFRARED MILLIMETER AND TERAHERTZ WAVES;Russia
Preface: Viktor V. Sobolev and his scientific legacy;['KHOLTYGIN AF', 'MISHCHENKO MI'];['Nobody'];JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER;Russia
Viktor V. Sobolev and radiative transfer theory;['NAGIRNER DI'];['AMBARTSUMIAN VA', 'AMBARTSUMYAN VA', 'AMBARZUMIAN V', 'ANIKONOV AS', 'BIBERMAN L', 'BIBERMAN LM', 'CHANDRASEKHAR S'];JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER;Russia
Quantum defects in Rydberg nD states of optically cooled Li-7 atoms;['SAUTENKOV VA', 'SAAKYAN SA', 'VILSHANSKAYA EV', 'MURASHKIN DA', 'ZELENER BB', 'ZELENER BV'];['BUSHAW B A', 'NOERTERSHAEUSER W', 'DRAKE G W F', 'CHEN C', 'HAN XY', 'LI JM', 'DEIGLMAYR J', 'REETZ-LAMOUR M', 'AMTHOR T', 'LORENZEN CJ', 'NIEMAX K', 'MARTIYANOV KIRILL', 'MAKHALOV VASILIY', 'TURLAPOV ANDREY', 'POHL T', 'ADAMS C S', 'SADEPHPOUR H R', 'SAAKYAN S A', 'SAUTENKOV V A', 'VILSHANSKAYA E V', 'SANSONETTI CRAIG J', 'SIMIEN C E', 'GILLASPY J D', 'SCHUNEMANN U', 'ENGLER H', 'ZIELONKOWSKI M', 'STEVENS GD', 'IU CH', 'BERGEMAN T', 'TONG D', 'FAROOQI S M', 'VAN KEMPEN E G M', 'TRETYAKOV D B', 'BETEROV I I', 'ENTIN V M', 'WEINER J', 'BAGNATO VS', 'ZILIO S', 'ZELENER B B'];LASER PHYSICS;Russia
Efficient Broadband Upconversion of Near-Infrared Light in Dye-Sensitized Core/Shell Nanocrystals;['CHEN GY', 'SHAO W', 'VALIEV RR', 'OHULCHANSKYY TY', 'HE GS', 'AGREN H', 'PRASAD PN'];['ALANDER JARMO T', 'KAARTINEN ILKKA', 'LAAKSO AKI', 'AUZEL F', 'BALUSCHEV STANISLAV', 'YAKUTKIN VLADIMIR', 'MITEVA TZENKA', 'BENSON RC', 'KUES HA', 'BLOEMBERGEN N', 'BRIGGS JUSTIN A', 'ATRE ASHWIN C', 'DIONNE JENNIFER A', 'CAO XIAN', 'HU BO', 'ZHANG PENG', 'CHEN GUANYING', 'SHEN JIE', 'OHULCHANSKYY TYMISH Y', 'QJU HAILONG', 'PRASAD PARAS N', 'DAMASCO JOSSANA', 'QIU HAILONG', 'DENG RENREN', 'QIN FEI', 'CHEN RUNFENG', 'DEUTSCH ZVICKA', 'NEEMAN LIOR', 'ORON DAN', 'DONG ANGANG', 'YE XINGCHEN', 'CHEN JUN', 'DUBERTRET B', 'SKOURIDES P', 'NORRIS DJ', 'FUECKEL BURKHARD', 'ROBERTS DERRICK A', 'CHENG YUEN YAP', 'GAI SHILI', 'LI CHUNXIA', 'YANG PIAOPING', 'HE GUANG S', 'TAN LOON-SENG', 'ZHENG QINGDONG', 'HUANG XIAOYONG', 'HUANG ZHIYUAN', 'LI XIN', 'MAHBOUB MELIKA', 'KRAMER KW', 'BINER D', 'FREI G', 'LI ZHENGQUAN', 'ZHANG YONG', 'MANASHIROV OY', 'SATTAROV DK', 'SMIRNOV VB', 'NATTESTAD ANDREW', 'MACQUEEN ROWAN W', 'OLIVIER JEAN-HUBERT', 'BAI YUSONG', 'UH HYOUNSOO', 'PARKER CA', 'HATCHARD CG', 'SHAO WEI', 'SINGH-RACHFORD TANYA N', 'CASTELLANO FELIX N', 'TEITELBOIM AYELET', 'VETRONE FIORENZO', 'NACCACHE RAFIK', 'MAHALINGAM VENKATARAMANAN'];ADVANCED OPTICAL MATERIALS;Russia
Optical-Microphysical and Physical-Chemical Characteristics of Siberian Biomass Burning: Experiments in Aerosol Chamber;['POPOVICHEVA OB', 'KOZLOV VS', 'RAKHIMOV RF', 'SHMARGUNOV VP', 'KIREEVA ED', 'PERSIANTSEVA NM', 'TIMOFEEV MA', 'ENGLING G', 'ELEFTHERIADIS K', 'DIAPOULI E', 'PANCHENKO MV', 'ZIMMERMANN R', 'SCHNELLE-KREIS J'];['AGARWAL S', 'AGGARWAL S G', 'OKUZAWA K', 'BOLLING ANETTE KOCBACH', 'TOTLANDSDAL ANNIKE IRENE', 'SALLSTEN GERD', 'BRUNS E A', 'KRAPF M', 'ORASCHE J', 'POPOVICHEVA O', 'KISTLER M', 'ELSASSER MICHAEL', 'BUSCH CHRISTIAN', 'ORASCHE JUERGEN', 'ENGLING GUENTER', 'LEE JAMES J', 'SIE HAO-JYUN', 'HOPKINS R J', 'LEWIS K', 'DESYATERIK Y', 'KOZLOV V S', 'PANCHENKO M V', 'YAUSHEVA E P', 'KOZLOV VALERII S', 'PANCHENKO MIKHAIL V', 'YAUSHEVA ELENA P', 'TERPUGOVA SVETLANA A', 'LAVOUE D', 'LIOUSSE C', 'CACHIER H', 'ORASCHE JURGEN', 'SCHNELLE-KREIS JUERGEN', 'SCHOEN CLAUDIA', 'SVIRIDENKOV M A', 'TERPUGOVA S A', 'PARIS J -D', 'STOHL A', 'NEDELEC P', 'KIREEVA E', 'POPOVICHEVA O B', 'KIREEVA E D', 'TIMOFEEV M A', 'POPOVICHEVA OLGA B', 'KIREEVA ELENA D', 'SHONIJA NATALIA K', 'RAKHIMOV R F', 'SHMARGUNOV V P', 'MAKIENKO E V', 'REID JS', 'KOPPMANN R', 'ECK TF', 'REISEN FABIENNE', 'DURAN SANDRA M', 'FLANNIGAN MIKE', 'SAMSONOV Y N', 'IVANOV V A', 'MCRAE D J', 'ZHANG ZHI-SHENG', 'CHAN CHUEN-YU'];ATMOSPHERIC AND OCEANIC OPTICS;Russia
Free-Space Permittivity Measurement at Terahertz Frequencies With a Vector Network Analyzer;['HAMMLER J', 'GALLANT AJ', 'BALOCCO C'];['BRONAUGH EL', 'OSBURN JDM', 'GHODGAONKAR DK', 'VARADAN VV', 'VARADAN VK', 'GILL PE', 'MURRAY W', 'SAUNDERS MA', 'HAN SP', 'ISAAC T H', 'BARNES W L', 'HENDRY E', 'KAZEMIPOUR A', 'HUDLICKA M', 'KLEINE-OSTMANN T', 'NAFTALY MIRA', 'NEMEC H', 'KADLEC F', 'KUZEL P', 'POWELL MJD', 'RIDLER NM', 'SALTER MJ', 'THEUER MICHAEL', 'MELINGER JOSEPH S', 'TOSAKA TOSHIHIDE', 'FUJII KATSUMI', 'FUKUNAGA KAORI', 'UGRAY ZSOLT', 'LASDON LEON', 'PLUMMER JOHN'];IEEE TRANSACTIONS ON TERAHERTZ SCIENCE AND TECHNOLOGY;Russia
Conductivity of Carbon Nanotube Layers at Low-Terahertz Frequencies;['NEFEDOVA II', 'LIOUBTCHENKO DV', 'NEFEDOV IS', 'RAISANEN AV'];['ANOSHKIN ILYA V', 'NASIBULIN ALBERT G', 'TIAN YING', 'BORONDICS F', 'KAMARAS K', 'NIKOLOU M', 'BRUN CHRISTOPHE', 'WEI TAN CHONG', 'FRANCK PIERRE', 'GENERALOV A A', 'LIOUBTCHENKO D V', 'RAISANEN A V', 'ANOSHKIN I V', 'ERDMANIS M', 'GENERALOV ANDREY A', 'HAIMAKAINEN JOHANNES A', 'LIOUBTCHENKO DMITRI V', 'MALLAT JUHA A', 'HANSON GW', 'LAKHTAKIA A', 'MODINE FA', 'JELLISON GE', 'GRUZALSKI GR', 'KASKELA ANTTI', 'MUSTONEN KIMMO', 'NEFEDOVA I I', 'LIOBTCHENKO D V', 'PARSHIN V V', 'NEFEDOVA IRINA I', 'LIOUBTCHENKO DMITRY V', 'NEFEDOV IGOR S', 'NICOLSON AM', 'ROSS GF', 'POLLEY DEBANJAN', 'BARMAN ANJAN', 'MITRA RAJIB KUMAR', 'POUSI J PATRIK', 'DUDOROV SERGEY N', 'REN LEI', 'PINT CARY L', 'BOOSHENRI LAYLA G', 'SHUBA MIKHAIL V', 'PADDUBSKAYA ALESIA G', 'KUZHIR POLINA P', 'SLEPYAN GREGORY YA', 'MAKSIMENKO SERGEY A', 'SIBINSKI MACIEJ', 'JAKUBOWSKA MALGORZATA', 'ZNAJDEK KATARZYNA', 'SLEPYAN G YA', 'SHUBA M V', 'MAKSIMENKO S A', 'SLEPYAN GY', 'MAKSIMENKO SA', 'SONG HO-JIN', 'NAGATSUMA TADAO', 'VLASOV S N', 'SEROV E A', 'WATERMAN PC', 'TRUELL R'];IEEE TRANSACTIONS ON TERAHERTZ SCIENCE AND TECHNOLOGY;Russia
Light-scattering gating and characterization of plasma microparticles;['KONOKHOVA AI', 'CHERNOVA DN', 'STROKOTOV DI', 'KARPENKO AA', 'CHERNYSHEV AV', 'MALTSEV VP', 'YURKIN MA'];['ACKLESON SG', 'SPINRAD RW', 'ARRAUD N', 'LINARES R', 'TAN S', 'BARTENEVA NATASHA S', 'FASLER-KAN ELIZAVETA', 'BERNIMOULIN MICHAEL', 'BURGER DYLAN', 'SCHOCK SARAH', 'THOMPSON CHARLIE S', 'CHANDLER W L', 'YEUNG W', 'TAIT J F', 'COUMANS FRANK A W', 'VAN DER POL EDWIN', 'BOING ANITA N', 'DRAGOVIC REBECCA A', 'GARDINER CHRISTOPHER', 'BROOKS ALEXANDRA S', 'EL ANDALOUSSI SAMIR', 'MAEGER IMRE', 'BREAKEFIELD XANDRA O', 'ERDBRUEGGER UTA', 'LANNIGAN JOANNE', 'FATTACCIOLI JACQUES', 'BAUDRY JEAN', 'EMERARD JEAN-DANIEL', 'GARDINER CHRIS', 'SHAW MICHAEL', 'HOLE PATRICK', 'FERREIRA YANNICK J', 'GREEN RE', 'SOSIK HM', 'OLSON RJ', 'ISSMAN LIRON', 'BRENNER BENJAMIN', 'TALMON YESHAYAHU', 'JONES DR', 'PERTTUNEN CD', 'STUCKMAN BE', 'KASAROVA STEFKA NIKOLOVA', 'SULTANOVA NINA GEORGIEVA', 'IVANOV CHRISTO DIMITROV', 'KONOKHOVA ANASTASIYA I', 'CHERNOVA DARYA N', 'MOSKALENSKY ALEXANDER E', 'YURKIN MAXIM A', 'KORMELINK TOM GROOT', 'ARKESTEIJN GER J A', 'NAUWELAERS FRANS A', 'MOREL OLIVIER', 'JESEL LAURENCE', 'FREYSSINET JEAN-MARIE', 'MULLIER F', 'BAILLY N', 'CHATELAIN C', 'NICHOLS AV'];JOURNAL OF BIOMEDICAL OPTICS;Russia
The size dependence recombination luminescence of hydrophilic colloidal CdS quantum dots in gelatin;['OVCHINNIKOV OV', 'SMIRNOV MS', 'KOROLEV NV', 'GOLOVINSKI PA', 'VITUKHNOVSKY AG'];['ABOULAICH ABDELHAY', 'BILLAUD DENIS', 'ABYAN MOUHAMMAD', 'APPLE EF', 'WILLIAMS FE', 'BERA DEBASIS', 'QIAN LEI', 'TSENG TENG-KUAN', 'BRYANT GW', 'JASKOLSKI W', 'CHEPIC DI', 'EFROS AL', 'EKIMOV AI', 'CHESTNOY N', 'HARRIS TD', 'HULL R', 'DOHLER GH', 'DWORAK LARS', 'MATYLITSKY VICTOR V', 'BREUS VLADIMIR V', 'KUDRYAVTSEV IA', 'IVANOV MG', 'EYCHMULLER A', 'HASSELBARTH A', 'KATSIKAS L', 'FERNANDEZ J R L', 'DE SOUZA-PARISE A', 'MORAIS P C', 'FISHER BR', 'EISLER HJ', 'STOTT NE', 'GUSEV O B', 'PROKOFIEV A A', 'MASLOVA O A', 'WELLER H', 'HERRON N', 'WANG Y', 'ECKERT H', 'JUZENAS PETRAS', 'CHEN WEI', 'SUN YA-PING', 'KAGAN CR', 'MURRAY CB', 'NIRMAL M', 'KATSABA A V', 'AMBROZEVICH S A', 'VITUKHNOVSKY A G', 'KIM D', 'MIYAMOTO M', 'MISHIMA T', 'TOMIHIRA K', 'NAKAYAMA M', 'KLIMOV V', 'BOLIVAR PH', 'KURZ H', 'KOBAYASHI YOICHI', 'NISHIMURA TAKATOSHI', 'YAMAGUCHI HIROSHI', 'KOROLEV N V', 'SMIRNOV M S', 'OVCHINNIKOV O V', 'LI JB', 'XIA JB', 'MAJUMDER MANISREE', 'KARAN SANTANU', 'MALLIK BISWANATH', 'MARTIN JAMES E', 'SHEA-ROHWER LAUREN E', 'MO YAN-MEI', 'TANG YU', 'GAO FEI'];JOURNAL OF LUMINESCENCE;Russia
Photostimulated luminescence and defects creation processes in Ce3+-doped epitaxial films of multicomponent Lu3-xGdxGayAl5-yO12 garnets;['BABIN V', 'CHERNENKO K', 'KUCERA M', 'NIKL M', 'ZAZUBOVICH S'];"['AUTRATA R', 'SCHAUER P', 'KVAPIL J', 'GORBENKO V', 'MAKHOV A', 'BLAZEK K', 'KRASNIKOV A', 'BABIN VLADIMIR', 'LAGUTA VALENTIN V', 'MAKHOV ALEKSEI', 'BLAHUTA S', 'BESSIERE A', 'VIANA B', 'BRYLEW KAMIL', 'DROZDOWSKI WINICJUSZ', 'WOJTOWICZ ANDRZEJ J', 'CHEREPY N J', 'PAYNE S A', 'STURM B W', 'CHEWPRADITKUL WEERAPONG', 'WANARAK CHALERM', 'SZCZESNIAK TOMASZ', 'DORENBOS PIETER', 'DROZDOWSKI W', 'BRYLEW K', 'WITKOWSKI M E', 'DUJARDIN C', 'MANCINI C', 'AMANS D', 'FASOLI M', 'VEDDA A', 'GEKTIN ALEXANDER V', 'BELSKY ANDREI N', ""VASIL'EV ANDREY N"", 'HOSHINA T', 'KUBONIWA S', 'KAERNER T', 'LAGUTA V V', 'KAMADA KEI', 'ENDO TAKANORI', 'TSUTUMI KOUSUKE', 'YANAGIDA TAKAYUKI', 'PEJCHAL JAN', 'KUROSAWA SHUNSUKE', 'PRUSA PETR', 'KITAURA M', 'SATO A', 'KAMADA K', 'PRUSA P', 'ONDERISINOVA Z', 'BOK J', 'KUCERA MIROSLAV', 'HANUS MARTIN', 'ONDERISINOVA ZUZANA', 'NIKL MARTIN', 'KUKLJA MM', 'LI JI-GUANG', 'SAKKA YOSHIO', 'LIU SHUPING', 'FENG XIQI', 'ZHOU ZHIWEI', 'LUO JIALIANG', 'WU YUNTAO', 'ZHANG GUOQING', 'MARES JA', 'BEITLEROVA A']";JOURNAL OF LUMINESCENCE;Russia
